unlock_rank,name,unlock_open_union,unlock_open_guaranteed,published_open_rank,published_conemass_union,title
398,ErdosStraus242.erdos_242,0.0000,0.0000,412,0.0000,The Erdős–Straus conjecture - unresolved root goal
399,Esgk.general_position_distinct_distances_superlinear,0.0000,0.0000,413,0.0000,Superlinear growth of distinct distances in general position
400,Esquisse.galois_action_faithful_on_belyi_polynomials,0.0000,0.0000,414,0.0000,$\mathrm{Gal}(\overline{\mathbb{Q}}/\mathbb{Q})$ acts faithfully on dessins d'enfants (plane trees)
401,EulerMascheroni.exists_int_linear_forms_tendsto_zero,0.0000,0.0000,415,0.0000,Vanishing integer linear forms in $\gamma$
402,EulerMascheroni.gamma_irrational,0.0000,0.0000,416,0.0000,Euler's constant is irrational
403,FCP.BatemanHorn.bateman_horn_conjecture,0.0000,0.0000,417,0.0000,Bateman--Horn conjecture
404,FiniteMagmaE677.e677_implies_e255_finite,0.0000,0.0000,418,0.0000,E677 implies E255 for finite magmas
405,Freiman.maximal_hall_ray,0.0000,0.0000,419,0.0000,Freiman's maximal Hall ray
406,Freiman.middle_cover_realization,0.0000,0.0000,420,0.0000,middle cover realization
407,Freiman.middle_good38,0.0000,0.0000,421,0.0000,middle good38
408,Freiman.middle_initial_cover,0.0000,0.0000,422,0.0000,middle initial cover
409,Freiman.middle_path_choice,0.0000,0.0000,423,0.0000,middle path choice
410,Freiman.middle_path_realized,0.0000,0.0000,424,0.0000,middle path realized
411,Freiman.middle_step,0.0000,0.0000,425,0.0000,middle step
412,Gelbart.hecke_correspondence,0.0000,0.0000,426,0.0000,Theorem 1 (Hecke): automorphy ⟺ nice Dirichlet series
413,Gilbreath.gilbreath_conjecture,0.0000,0.0000,427,0.0000,Gilbreath's conjecture
414,Goldbachs_Weak_Conjecture,0.0000,0.0000,428,0.0000,
415,Green_Tao_Theorem,0.0000,0.0000,429,0.0000,
416,Gribov.no_continuous_gauge_fixing,0.0000,0.0000,430,0.0000,Singer's Corollary 4: no continuous gauge exists
417,GrothendieckTeichmuller.deligne_drinfeld_ihara,0.0000,0.0000,431,0.0000,"Deligne-Drinfeld-Ihara conjecture: $\mathfrak{grt}_1$ is free on $\sigma_3, \sigma_5, \sigma_7, \dots$"
418,Hadamard_Conjecture,0.0000,0.0000,432,0.0000,
419,Hairer.reconstruction_operator_nonpos,0.0000,0.0000,433,0.0000,Existence of a linear reconstruction operator for $\alpha<\gamma\le 0$
420,Hairer.reconstruction_theorem,0.0000,0.0000,434,0.0000,"Reconstruction theorem (Hairer, Theorem 3.10) for $\gamma>0$"
421,HairerSPDE.cameronMartin_quasiInvariant,0.0000,0.0000,435,0.0000,Cameron-Martin quasi-invariance of a centred Gaussian measure
422,HarmonicBuilding.circleLocalGeodesicSpeed,0.0000,0.0000,436,0.0000,In the constant-distance case the circle map has constant speed $\alpha L$
423,HarmonicBuilding.constantOnCircleImpliesConstantOnBall,0.0000,0.0000,437,0.0000,A harmonic map constant on a circle is constant on the disc
424,HarmonicBuildingKL.orderReducesToHomogeneousWD,0.0000,0.0000,438,0.0000,Reduction to a homogeneous map on a conical building with directions
425,HarmonicBuildingKL.possibleOrdersOfBuildingWithDirections,0.0000,0.0000,439,0.0000,"Possible orders of harmonic maps into Euclidean buildings, over the Kleiner--Leeb axioms"
426,Hirsch.polynomial_hirsch_conjecture,0.0000,0.0000,440,0.0000,The polynomial Hirsch conjecture
427,HorizontalPadicL.eigenform_horizontalPadicLFunction_exists,0.0000,0.0000,441,0.0000,Existence of a nonzero horizontal 2-adic L-function
428,HorizontalPadicL.elliptic_curve_nonvanishing,0.0000,0.0000,442,0.0000,Theorem 1.1(1) — fixed-order nonvanishing for one elliptic curve
429,HorizontalPadicL.horizontalPadicLFunction_implies_corollary_5_17,0.0000,0.0000,443,0.0000,A nonzero horizontal p-adic L-function implies fixed-order nonvanishing
430,InverseGalois.inverse_galois_problem,0.0000,0.0000,444,0.0000,The inverse Galois problem
431,KAMMainCorrected.poincareTreshchevPersistence,0.0000,0.0000,445,0.0000,Corrected Poincaré–Treshchev persistence under almost-periodic perturbations
432,KServer.kserver_conjecture,0.0000,0.0000,446,0.0000,The deterministic $k$-server conjecture
433,Komlos.komlos_conjecture,0.0000,0.0000,447,0.0000,The Komlós conjecture
434,LeanEval.Geometry.SpaceGroupsProblem.space_groups,0.0000,0.0000,448,0.0000,"230 space groups: the exact 230, 219, and 65 counts"
435,LeanEval.Geometry.WhitneyEmbeddingProblem.whitney_embedding,0.0000,0.0000,449,0.0000,"Whitney embedding theorem: strong dimension 2n, including noncompact manifolds"
436,LeanEval.NumberTheory.riemann_hypothesis_iff_lagarias_elementary_criterion,0.0000,0.0000,450,0.0000,Lagarias criterion is equivalent to RH
437,Leopoldt.leopoldt_CM,0.0000,0.0000,451,0.0000,Leopoldt's conjecture holds in CM fields for odd $p$
438,MTT.Cohomology.eichler_shimura_hecke_compatible,0.0000,0.0000,452,0.0000,The Eichler–Shimura decomposition is compatible with the prime Hecke operators
439,MagicSquares.semi_magic_polynomial,0.0000,0.0000,453,0.0000,BCCG Theorem 1: the counting polynomial of semi-magic squares
440,Mandelbrot.mandelbrot_locally_connected,0.0000,0.0000,454,0.0000,MLC: the Mandelbrot set is locally connected
441,MetricTSP.four_thirds_conjecture,0.0000,0.0000,455,0.0000,The 4/3 conjecture for the subtour LP
442,NavierStokes.existence_and_smoothness_R3,0.0000,0.0000,456,0.0000,Fefferman (A): existence and smoothness of Navier–Stokes solutions on $\mathbb{R}^3$ (Clay Millennium Prize Problem)
443,NgoFL.isogeny_weyl_equivariant,0.0000,0.0000,457,0.0000,1.12.4 / 1.12.6: $\psi_*$ conjugates $W_1$ onto $W_2$
444,OPG169.root_problem,0.0000,0.0000,458,0.0000,OPG-169: the Two Color Conjecture for planar digraphs
445,OPG1808.root_problem,0.0000,0.0000,459,0.0000,OPG-1808: rainbow directed triangle or monochromatic source
446,OPG37271.root_problem,0.0000,0.0000,460,0.0000,OPG-37271: six colors for every finite subcubic graph
447,OPG37357.universal_planar_bound,0.0000,0.0000,461,0.0000,OPG-37357: a universal obstacle bound for planar graphs
448,OPG401.root_problem,0.0000,0.0000,462,0.0000,OPG-401: circular chromatic number at most 20/7
449,OPG434.root_problem,0.0000,0.0000,463,0.0000,OPG-434: the weak pentagon problem
450,PoincareFormalization.nonempty_homeomorph_sphere_three,0.0000,0.0000,464,0.0000,Three-dimensional topological Poincaré conjecture — Mathlib statement
451,PoincareFormalization.persistent_profiles_of_not_homeomorph_sphere,0.0000,0.0000,465,0.0000,Persistent profiles from a hypothetical Poincare counterexample
452,ReservoirSAS.sas_universal,0.0000,0.0000,466,0.0000,Universality of SAS reservoir computers (Thm. 3.12)
453,RobustOptimization.grc_conic_decomposition,0.0000,0.0000,467,0.0000,"The globalized robust counterpart of a conic constraint decomposes (Ben-Tal et al., Proposition 11.3.3)"
454,Rudin.ch10_stokes_surface,0.0000,0.0000,234,0.1429,Stokes' theorem for a single $(m+1)$-surface
455,RybinAI2026.P01.matrix_integral_inequality,0.0000,0.0000,468,0.0000,Problem 01 Goal — Matrix integral inequality
456,RybinAI2026.P01.matrix_integral_inequality_integer_gram_reindex_residual,0.0000,0.0000,469,0.0000,Integer-Gram residual beyond ratio and crossed-permutation certificates
457,RybinAI2026.P01.matrix_integral_inequality_rational_gram,0.0000,0.0000,470,0.0000,Matrix integral inequality for rational regularized Gram matrices
458,RybinAI2026.P01.matrix_integral_kernel_sum_le_max,0.0000,0.0000,471,0.0000,"Sign-free kernel bound $I_1+I_2\le\max(d(A,C),d(B,D))$ for the matrix integral inequality"
459,RybinAI2026.P02Hilbert.hilbert_compression_rigidity,0.0000,0.0000,472,0.0000,Compression rigidity on arbitrary complex Hilbert spaces
460,RybinAI2026.P13.exponential_boundary_elementary_density,0.0000,0.0000,473,0.0000,Problem 13 Goal — Exponential boundary elementary density
461,RybinAI2026.P16.complete_MUB_dimension_six,0.0000,0.0000,474,0.0000,Problem 16 Goal — Complete MUB dimension six
462,SIC_POVM_Conjecture,0.0000,0.0000,475,0.0000,
463,SP4Mission.smooth_poincare_4,0.0000,0.0000,476,0.0000,Smooth four-dimensional Poincaré conjecture — sphere form
464,SchinzelHypothesisH.hypothesis_H,0.0000,0.0000,477,0.0000,Schinzel's Hypothesis H
465,SipserGacsLautemann.ternary_amplification_scheduler_reports_accepts_under_halt_bound,0.0000,0.0000,197,0.1867,Amplification-depth ternary scheduler under a halt bound
466,SmaleNinth.ram_to_bss_quadratic,0.0000,0.0000,478,0.0000,Real RAM to tape machine: quadratic-overhead compilation
467,SmaleNinth.smale_ninth_problem,0.0000,0.0000,479,0.0000,Smale's 9th problem: polynomial-time LP feasibility over $\mathbb{R}$
468,StabilizerRank.stabRank_hState_not_bigO,0.0000,0.0000,480,0.0000,Super-polynomial lower bound on the stabilizer rank of $|H^{\otimes n}\rangle$
469,SymplecticFreeModules.symplecticFreeModulesMain,0.0000,0.0000,481,0.0000,Theorems 1.1–1.3 — Symplectic polynomial modules and Hamiltonian application
470,TaoFivePrimes.even_goldbach_verified,0.0000,0.0000,482,0.0000,Numerical verification of the even Goldbach conjecture up to 4 * 10^14
471,TaoFivePrimes.five_primes,0.0000,0.0000,483,0.0000,Every odd number greater than 1 is the sum of at most five primes
472,TaoFivePrimes.major_arc_estimate,0.0000,0.0000,484,0.0000,Proposition 8.3: the strongly major arc estimate (8.12)
473,TaoFivePrimes.minor_arc_L2,0.0000,0.0000,485,0.0000,Proposition 8.4: the $L^2$ estimate off the strongly major arc
474,TaoFivePrimes.minor_arc_Linfty,0.0000,0.0000,486,0.0000,Estimate (8.18): the $L^\infty$ bound off the strongly major arc
475,TaoFivePrimes.prime_in_short_interval,0.0000,0.0000,487,0.0000,A prime in every short interval above 1.1 * 10^10 (Ramare-Saouter)
476,TaoFivePrimes.three_primes_near,0.0000,0.0000,488,0.0000,"Three odd primes summing into [x - N0, x - 2] (circle-method core)"
477,TarchaBraids.thm_3_15_artin_presentation,0.0000,0.0000,489,0.0000,"Teorema 3.15 (Artin): $\pi_1(B_{0,n}E^2) \cong \langle \sigma_i \mid \text{braid relations}\rangle$, generator by generator"
478,Thurston23.thurston_question_23,0.0000,0.0000,490,0.0000,Goal - the volumes of hyperbolic 3-manifolds are not all rationally related
479,UndecidableSpectralGap.usg_spectral_gap_main,0.0000,0.0000,491,0.0000,Theorem 3 - undecidability of the spectral gap (main theorem)
480,WeightedRootIntegralIdentity.weighted_root_integral_identity,0.0000,0.0000,492,0.0000,Weighted root integral identity
481,Weil.perron_contour_shift,0.0000,0.0000,281,0.0848,Shifting the Perron contour into the zero-free region
482,Weil.perron_truncation,0.0000,0.0000,282,0.0848,Truncated Perron formula for coefficients of von Mangoldt size
483,WeilTypeCycles.hodge_weil_classes_of_abelian_sixfolds_of_discriminant_neg_one_are_algebraic,0.0000,0.0000,493,0.0000,Theorem 1.5.1 — Hodge–Weil classes of abelian sixfolds of Weil type of discriminant $-1$ are algebraic
484,Z2nFiveEighths.cubeFree_card_le_five_eighths,0.0000,0.0000,494,0.0000,Long-Wagner Conjecture 5.1: a cube-free set mod $2^n$ has size at most $\frac{5}{8}2^n$
485,bernoulli_tangent_sampling_concentration_formula_bound_dense,0.0000,0.0000,495,0.0000,
486,bp_flt_for_p_ge_5,0.0000,0.0000,278,0.0874,
487,flt_n_odd_prime,0.0000,0.0000,305,0.0652,
488,flt_odd_prime_gt_5,0.0000,0.0000,279,0.0874,
489,flt_wiles_coprime_case,0.0000,0.0000,306,0.0652,
490,least_squares_certificate_normal_bound_from_neumann_term_bounds,0.0000,0.0000,496,0.0000,
491,markov_brothers_integer_grid_v2,0.0000,0.0000,114,0.3429,
492,mme_CW_coupled_piece_value,0.0000,0.0000,344,0.0341,Value lower bound for the coupled CW constituent
493,mme_CW_q6_coupled_hash_survivors_below_raw,0.0000,0.0000,274,0.0913,Salem--Spencer hashing produces enough mode-disjoint coupled survivors
494,mme_CW_square_laser_value_2376_of_coupled,0.0000,0.0000,497,0.0000,CW tensor-square tau-value at the exact 2.376 profile
495,mme_CW_square_laser_value_of_coupled,0.0000,0.0000,345,0.0341,CW tensor-square laser value from the coupled constituent
496,mme_CW_subrank_capacity_poly_lower,0.0000,0.0000,378,0.0110,
497,mme_entropy_regional_boundary_match,0.0000,0.0000,67,0.4941,Boundary data with dimensions 25 matching a given step output
498,mme_laser_per_N_witness,0.0000,0.0000,498,0.0000,
499,mme_omega_lt_237193,0.0000,0.0000,499,0.0000,Duan–Wu–Zhou fourth-power bound: omega < 2.37193
500,momentAngle_arbitrary_torsion,0.0000,0.0000,500,0.0000,Theorem 1.7 — Arbitrary torsion in moment-angle and loop-space homology
501,no_diophantine_quintuple,0.0000,0.0000,501,0.0000,There is no Diophantine quintuple
502,odd_perfect_number_conjecture,0.0000,0.0000,502,0.0000,
503,riemann_hypothesis,0.0000,0.0000,503,0.0000,
504,twin_prime_conjecture,0.0000,0.0000,504,0.0000,
