dependent,dependency
LinearOptimization.lp_dual_optimal_iff_subgradient,LinearOptimization_Subgradient
LinearOptimization.lp_dual_optimal_iff_subgradient,LinearOptimization_OptimalCostFunction
LinearOptimization.lp_dual_optimal_iff_subgradient,LinearOptimization.farkas_inequality_form_fintype
BanditAlgorithm.linear_bandit_linucb_regret_bound,StochasticLinearBandit
SipserGacsLautemann.bpp_subset_sigma_two,sgl_lautemann_bridge
SipserGacsLautemann.bpp_subset_sigma_two,SipserGacsLautemann.bounded_error_verifier_amplification
SipserGacsLautemann.bpp_subset_sigma_two,sgl_cover_lemmas
SipserGacsLautemann.bpp_subset_sigma_two,sipser_gacs_lautemann
SipserGacsLautemann.bpp_subset_sigma_two,SipserGacsLautemann.error_amplification
SipserGacsLautemann.bpp_subset_sigma_two,SipserGacsLautemann.amplified_verifier_implies_sigma_two
SipserGacsLautemann.bpp_subset_sigma_two,SipserGacsLautemann.cover_verifier_decides_in_polynomial_time
MarkovMixing.tv_coupling,mm_mixing
MarkovMixing.tv_coupling,MarkovMixing.tv_eq_half_l1
Freiman.middleRepair_step,Freiman.middle_row_exhaustive
Freiman.middleRepair_step,Freiman.middleRepair_equalIIbShort_step
Freiman.middleRepair_step,Freiman.middleRepair_equalIJ_step
Freiman.middleRepair_step,Freiman.middleRepair_mixedA_step
Freiman.middleRepair_step,Freiman.middleRepair_equalIIbNormal_step
Freiman.middleRepair_step,Freiman_middleRepair
Freiman.middleRepair_step,Freiman.middleRepair_equalIIa_step
Freiman.middleRepair_step,Freiman.middleRepair_equalIShort_step
Freiman.middleRepair_step,Freiman.middleRepair_mixedC_step
Freiman.middleRepair_step,Freiman.middleRepair_equalIIbJ_step
Freiman.middleRepair_step,Freiman.middleRepair_mixedB_step
MTT.Cohomology.integral_class_character_law,MTT.Cohomology.integral_class_character_law_infty
MTT.Cohomology.integral_class_character_law,MTT.Cohomology.cuspPrimitive_slash_relation
MTT.Cohomology.integral_class_character_law,MTT_Cohomology
MagicSquares.param_three_card,MagicSquaresParam3
MagicSquares.param_three_card,MagicSquares
Erdos9796FiniteNine.n4e_core,Erdos9796FiniteNine_N4dPackets
MarkovChainCLT.abs_integral_sub_le_tvDist,TotalVariationDist
ResidueMult,Rectangle_defs
ResidueMult,ZetaBounds_defs
ResidueMult,EulerMaclaurin_defs
ResidueMult,Fourier_defs
ResidueMult,ResidueCalcOnRectangles_defs
mme_CW_border_rank_le,mme_CW_tensor
mme_CW_border_rank_le,mme_degeneration
ExcursionCoupling.ae_level_regular,ExcursionCoupling.Fsigma_cadlag
ExcursionCoupling.ae_level_regular,ExcursionCoupling.Fsigma_tendsto_zero
ExcursionCoupling.ae_level_regular,ExcursionCoupling.ae_levelSet_finite
ExcursionCoupling.ae_level_regular,ExcursionCoupling.regularLevel_of_finite_crossings
ExcursionCoupling.ae_level_regular,ExcursionCoupling.ae_levelSet_subset_crossings
ExcursionCoupling.ae_level_regular,excursion_coupling
GameSetMatch.tieProb_eq_tilt,GameSetMatchInternal
agt_matching,agt_social
bernoulli_least_squares_certificate_existence_from_tangent_concentration_pos,matrix_completion_tangent
bernoulli_least_squares_certificate_existence_from_tangent_concentration_pos,tangent_sampling_concentration_implies_least_squares_certificate_exists_pos
BanditAlgorithm.pmStoch_expected_actionSetCount_eq_selection_mass,PartialMonitoringStochastic
DiazModulus.diaz_of_exp_real_generic,DiazModulus
DiazModulus.diaz_of_exp_real_generic,DiazModulus.pi_transcendental
DiazModulus.diaz_of_exp_real_generic,DiazModulus.norm_transcendental_of_generic_conj_pair
DiazModulus.diaz_of_exp_real_generic,DiazModulus.hermite_lindemann_holds
Rudin.ch10_stokes_surface,Rudin_ch10_forms
mme_stothers_fourth_fixed_tau_value_23737,mme_stothers_fixed_profile_fourth_value_below_globalRate
mme_stothers_fourth_fixed_tau_value_23737,mme_stothers_fixed_profile_numeric_surplus
mme_stothers_fourth_fixed_tau_value_23737,mme_HasTauValueAtLeast_kronPow_root
mme_stothers_fourth_fixed_tau_value_23737,mme_stothers_fourth_data
mme_stothers_fourth_fixed_tau_value_23737,mme_HasTauValueAtLeast_mono_restrict
Freiman.middle_cover_realization,Freiman_middleRoots
Davenport.logDeriv_three_four_one,Davenport_siegelWalfisz
Thurston23.isKleinian_gammaSeven,Thurston23_eisenstein
BanditAlgorithm.mdp_ucrl2_regret_bound_known_reward_diam_ge_one,BanditAlgorithm.mdp_ucrl2_expected_regret_known_reward_diam_ge_one
BanditAlgorithm.mdp_ucrl2_regret_bound_known_reward_diam_ge_one,FiniteMDPLearning
BanditAlgorithm.mdp_ucrl2_regret_bound_known_reward_diam_ge_one,BanditAlgorithm.mdp_ucrl2_high_probability_regret_known_reward_diam_ge_one
LinearOptimization.simplex_terminal_classification,LinearOptimization.simplex_reduced_cost_optimality
LinearOptimization.simplex_terminal_classification,LinearOptimization_SimplexPivot
LinearOptimization.simplex_terminal_classification,LinearOptimization_OptimalBasis
BunkbedAux.sum_weight_eq_one,BunkbedPercolation
CollapsibleCubics.exists_split_product_mod_depressed_cubic_of_not_normForm_repr,CollapsibleCubics_basic
Davenport.siegel,Davenport.norm_LFunction_le_of_re_pos
Davenport.siegel,Davenport.estermann_lemma
Davenport.siegel,Davenport.siegel_of_no_exceptional
Davenport.siegel,Davenport_siegelWalfisz
Davenport.siegel,Davenport.siegel_of_exceptional
Davenport.siegel,Davenport.LFunction_ofReal_im_eq_zero
Davenport.siegel,Davenport.LFunction_one_pos
Davenport.siegel,Davenport.norm_LFunction_one_le
Davenport.siegel,Davenport.zeta_LFunction_prod_LSeries_nonneg
Rudin.ch11_riesz_fischer,Rudin_ch11_L2
PoincareFormalization.ExtinctionEndgame.nonempty_homeomorph_sphere_of_connected_sum_spheres,OpenGA_SurgeryTopologyEvolution
HarmonicBuilding.orderDefinedAt_of_continuousOn_of_nonconstant_on_circles,frame_2026_harmonic_building_interfaces
HarmonicBuilding.orderDefinedAt_of_continuousOn_of_nonconstant_on_circles,HarmonicBuilding.exists_continuous_on_small_circles
HarmonicBuilding.orderDefinedAt_of_continuousOn_of_nonconstant_on_circles,HarmonicBuilding.orderDefinedAt_of_nonconstant_on_circles
MarkovMixing.recurrence_dichotomy,mm_countable
Erdos390.three_family_residual_union_assembly,erdos390_problem
OPG37364.lps13_remaining_core,OPG37364.lps13Graph_hasGirthAtLeast_of_pow_lt_sq
OPG37364.lps13_remaining_core,opg37364_lps13
OPG37364.lps13_remaining_core,OPG37364.lps13_adjacency_spectrum_lt_twelve_of_large
OPG37364.lps13_remaining_core,OPG37364.lps13Graph_connected_of_large
forward_coupling_implies_queue_two_point_convergence,single_server_queueing_stability
BanditAlgorithm.partial_monitoring_easy_geometric_alternatives_of_outside,BanditAlgorithm.partial_monitoring_neighbour_positive_common_point
BanditAlgorithm.partial_monitoring_easy_geometric_alternatives_of_outside,finite_linear_gaps_stable
BanditAlgorithm.partial_monitoring_easy_geometric_alternatives_of_outside,BanditAlgorithm.partial_monitoring_neighbour_loss_interpolation
BanditAlgorithm.partial_monitoring_easy_geometric_alternatives_of_outside,stdSimplex_small_perturbation
BanditAlgorithm.partial_monitoring_easy_geometric_alternatives_of_outside,BanditAlgorithm.partial_monitoring_uniform_outside_gap
BanditAlgorithm.partial_monitoring_easy_geometric_alternatives_of_outside,PartialMonitoringGame
BanditAlgorithm.partial_monitoring_easy_geometric_alternatives_of_outside,BanditAlgorithm.partial_monitoring_neighbour_transverse_direction
Erdos9796Counting_SignedAreaOangle,Erdos9796Counting_Adapter
Erdos180.edgeFinset_card_eq_natCard,erdos180_core4
KN_HorizontalPadicL,MTT_Arithmetic
fixed_cardinality_event_failure_le_twice_bernoulli_event_failure,bernoulli_event_failure_probability_decomposes_by_cardinality
fixed_cardinality_event_failure_le_twice_bernoulli_event_failure,binomial_lower_tail_at_matrix_sample_mean_ge_half
fixed_cardinality_event_failure_le_twice_bernoulli_event_failure,fixed_cardinality_event_probability_monotone_of_event_mono
fixed_cardinality_event_failure_le_twice_bernoulli_event_failure,binomial_lower_tail_at_integer_mean_ge_half
fixed_cardinality_event_failure_le_twice_bernoulli_event_failure,matrix_completion_fixed_cardinality
fixed_cardinality_event_failure_le_twice_bernoulli_event_failure,sample_ratio_between_zero_and_one
fixed_cardinality_event_failure_le_twice_bernoulli_event_failure,bernoulli_event_failure_lower_bound_from_cardinality_failures
fixed_cardinality_event_failure_le_twice_bernoulli_event_failure,fixed_cardinality_event_failure_probability_antitone_of_event_mono
Erdos9796FiniteNine_N8Interface,Erdos9796FiniteNine_Forms
WangSun.hinging_hyperplane_representation_v2,CPWL
WangSun.hinging_hyperplane_representation_v2,WangSun.Main_shared
Geometry_AlmostLosslessBlock,Geometry_AlmostLosslessDecoder
Erdos146.entropySlack_pos,erdos146_core2
Erdos146.binomialProbabilityMass_nonneg,erdos146_core2
TarchaBraids.thm_3_15_half_twist_hom_injective,BraidsLinksMCG_ConfigSpace
TarchaBraids.thm_3_15_half_twist_hom_injective,TarchaBraids_HalfTwist
TarchaBraids.thm_3_15_half_twist_hom_injective,BraidsLinksMCG_ArtinBraidGroup
Rudin.ch06_fundamental_theorem,Rudin_ch06_stieltjes
Freiman.perron_convergent_subsequence,Freiman.continuant_eventually_nearest
Freiman.perron_convergent_subsequence,Freiman.perron_inverse_error
Freiman.perron_convergent_subsequence,Freiman_perronArithmetic
markov_entanglement_decomposition_error,markov_entanglement_local_tv_bounds
markov_entanglement_decomposition_error,markov_entanglement_bellman_q_error_of_local_tv
markov_entanglement_decomposition_error,markov_entanglement
CirclePackingConstants.c_n_eight,CirclePackingConstants
mme_recursive_profiled_CW_plan_sound,mme_batched_restrictions_compose
mme_recursive_profiled_CW_plan_sound,mme_bigAdd_prefix_restrict
mme_recursive_profiled_CW_plan_sound,mme_recursive_profiled_CW_data
mme_recursive_profiled_CW_plan_sound,mme_recursive_profiled_CW_exact_step
mme_recursive_profiled_CW_plan_sound,mme_CW_three_canonical_support
mme_recursive_profiled_CW_plan_sound,mme_recursive_profiled_CW_boundary_end
mme_recursive_profiled_CW_plan_sound,mme_type_cover_uniform_copy_extraction
mme_recursive_profiled_CW_plan_sound,mme_basis_projected_type_cover_restrict
WeightedRootIntegralIdentity.weighted_root_keyhole_contour_boundary_balance,WeightedRootIntegralIdentity.weighted_root_cpow_zero_boundary
WeightedRootIntegralIdentity.weighted_root_keyhole_contour_boundary_balance,WeightedRootIntegralIdentity.weighted_root_reciprocal_deriv_at_zero
WeightedRootIntegralIdentity.weighted_root_keyhole_contour_boundary_balance,WeightedRootIntegralIdentity.weighted_geometric_mean_cauchy_boundary_integral
mme_regional_copied_restrictions_product,mme_bigAdd_mono_restrict
mme_regional_copied_restrictions_product,mme_kronFin_family_mode_map_basis_data
mme_regional_copied_restrictions_product,mme_toQ_kronFin
mme_regional_copied_restrictions_product,mme_rank_bridge
mme_regional_copied_restrictions_product,mme_kronFin_MMObj_iso
FiniteMagmaE677.unique_left_orbit_complement_escape_gives_fixer,FiniteMagmaE677.orbit_right_collision_or_fixer
FiniteMagmaE677.unique_left_orbit_complement_escape_gives_fixer,FiniteMagmaE677.unique_left_orbit_complement_collision_gives_fixer
FiniteMagmaE677.unique_left_orbit_complement_escape_gives_fixer,FiniteMagmaE677
Hirsch.common_face_diameter_of_dim_eq_five,Hirsch.common_face_larman_diameter
Hirsch.common_face_diameter_of_dim_eq_five,Hirsch_common_face_geometry
Problem97.hneg_of_ccw,Erdos9796Counting_Foundation
Problem97.hneg_of_ccw,Problem97.signedArea2_sign_eq_oangle_sign
Problem97.hneg_of_ccw,Erdos9796Counting_Adapter
Problem97.hneg_of_ccw,Erdos9796Counting_SignedAreaOangle
BoydChua,ReservoirESN
FiniteGreenVariationalEnergyV1.pythagoras,FiniteGreenVariationalEnergyV1.closedResidualOrthogonality
FiniteGreenVariationalEnergyV1.pythagoras,FiniteGreenVariationalEnergyV1
Erdos180.symplecticQuadrangle_no_encoded_jQuotient_of_char_two,erdos180_core4
Erdos180.symplecticQuadrangle_no_encoded_jQuotient_of_char_two,Erdos180.symplecticQuadrangle_encodeFiniteGraph_free_iff
Erdos180.symplecticQuadrangle_no_encoded_jQuotient_of_char_two,Erdos180.symplecticQuadrangle_no_jTemplate_of_char_two
BanditAlgorithm.partial_monitoring_classification_theorem_discrete_signals,BanditAlgorithm.partial_monitoring_hard_game_lower_bound
BanditAlgorithm.partial_monitoring_classification_theorem_discrete_signals,BanditAlgorithm.partial_monitoring_trivial_zero_regret
BanditAlgorithm.partial_monitoring_classification_theorem_discrete_signals,BanditAlgorithm.partial_monitoring_hard_rpow_two_thirds_upper_bound_discrete_signals
BanditAlgorithm.partial_monitoring_classification_theorem_discrete_signals,BanditAlgorithm.partial_monitoring_easy_sqrt_upper_bound_discrete_signals
BanditAlgorithm.partial_monitoring_classification_theorem_discrete_signals,BanditAlgorithm.partial_monitoring_easy_sqrt_lower_bound
BanditAlgorithm.partial_monitoring_classification_theorem_discrete_signals,PartialMonitoringGame
BanditAlgorithm.partial_monitoring_classification_theorem_discrete_signals,BanditAlgorithm.partial_monitoring_hopeless_linear_lower_bound
BanditAlgorithm.gaussian_ts_suboptimal_pull_count_eventual_upper,BanditAlgorithm.thompson_sampling_pull_count_bound_exact_ranks
BanditAlgorithm.gaussian_ts_suboptimal_pull_count_eventual_upper,BanditAlgorithm.gaussian_ts_optimal_exact_rank_reciprocal_tail_sum_uniform
BanditAlgorithm.gaussian_ts_suboptimal_pull_count_eventual_upper,BanditAlgorithm.gaussian_ts_suboptimal_exact_rank_overshoot_sum_sharp
BanditAlgorithm.gaussian_ts_suboptimal_pull_count_eventual_upper,ThompsonSampling
BanditAlgorithm.gaussian_ts_suboptimal_pull_count_eventual_upper,GaussianBandit
ConvexOptimization.complementary_slackness,ConvexOptimization_lagrangeDuality
LeanEval.Geometry.SpaceGroupsProblem.space_groups_master_classification,LeanEval_SpaceGroups_Definitions
fixed_cardinality_event_success_from_bernoulli_success,fixed_cardinality_event_failure_le_twice_bernoulli_event_failure
fixed_cardinality_event_success_from_bernoulli_success,matrix_completion_fixed_cardinality
ns_lemma2_nonneg,ns_markov_grid_lemma
MSKleene_SubstGlobal,MSKleene_Term
MSKleene_SubstGlobal,MSKleene_Power
tangent_sampling_concentration_implies_restricted_sampling_injective,matrix_completion_tangent
ShiShallow.gateMatrix_unitary,ShiShallow_Circuit
ShiShallow.gateMatrix_unitary,ShiShallow.tMat_unitary
ShiShallow.gateMatrix_unitary,ShiShallow.apply1Matrix_unitary
ShiShallow.gateMatrix_unitary,ShiShallow.sMat_unitary
ShiShallow.gateMatrix_unitary,ShiShallow.cnotMatrix_unitary
ShiShallow.gateMatrix_unitary,ShiShallow_Operator
ShiShallow.gateMatrix_unitary,ShiShallow.hMat_unitary
LinearOptimization.fourier_motzkin_eliminate_is_polyhedron,FourierMotzkinStep
BertsekasDP.ssp_optimality_condition,BertsekasSSPModel
Freiman.continuant_denominator_pos,Freiman_continuants
Freiman.continuant_denominator_pos,Freiman.continuant_append
Erdos183.triangleRamseyNumber_forces,Erdos183.forcesMonochromaticTriangle_succ
Erdos183.triangleRamseyNumber_forces,erdos183_core
Erdos183.triangleRamseyNumber_forces,Erdos183.forcesMonochromaticTriangle_zero
Vino.ramanujan_neg,Vino_ramanujan
Vino.ramanujan_neg,CircleMethod.e_neg
KerrBL.hasDerivAt_Sig_r,KerrBL_Kerr_Metric
Devaney.sarkovskii_of_precedes,Devaney_sarkovskii
Devaney.sarkovskii_of_precedes,Devaney.sarkovskii_pow_two
Devaney.sarkovskii_of_precedes,Devaney.sarkovskii_odd_mul_pow_two
mme_CW_square_laser_2376_cofinal_extraction_of_coupled,mme_HasTauValueAtLeast_to_cofinal_finite_extractions
mme_CW_square_laser_2376_cofinal_extraction_of_coupled,mme_CW_auxiliary_RHS
mme_CW_square_laser_2376_cofinal_extraction_of_coupled,mme_CW_2376_integer_profile
mme_CW_square_laser_2376_cofinal_extraction_of_coupled,mme_CW_tensor
mme_CW_square_laser_2376_cofinal_extraction_of_coupled,mme_CW_square_laser_2376_profile_pruning
mme_CW_square_laser_2376_cofinal_extraction_of_coupled,mme_CW_coupled_value
BookSixth.hypergraph_two_color,BookSixth
LinearOptimization.lp_active_constraint_equiv,ActiveConstraints
OpenGA_WidthComparisonTrace,OpenGA_WidthComparisonData
OpenGA_WidthComparisonTrace,OpenGA_ScalarWidthTrace
Leopoldt.exists_finiteIndex_units_sup_closure,LeopoldtDefect
mme_graded_tensor_pow_block_decomp,mme_block_tensor
mme_graded_tensor_pow_block_decomp,mme_tensor_rank
LeanEval.NumberTheory.riemann_hypothesis_iff_lagarias_elementary_criterion,LeanEval_NumberTheory_LagariasElementaryCriterion
LeanEval.NumberTheory.riemann_hypothesis_iff_lagarias_elementary_criterion,LeanEval.NumberTheory.lagarias_robin_upper_bound
LeanEval.NumberTheory.riemann_hypothesis_iff_lagarias_elementary_criterion,LeanEval.NumberTheory.lagarias_robin_oscillation
LeanEval.NumberTheory.riemann_hypothesis_iff_lagarias_elementary_criterion,LeanEval.NumberTheory.lagarias_harmonic_lower_bound
LeanEval.NumberTheory.riemann_hypothesis_iff_lagarias_elementary_criterion,LeanEval.NumberTheory.lagarias_finite_range
LeanEval.NumberTheory.riemann_hypothesis_iff_lagarias_elementary_criterion,LeanEval.NumberTheory.lagarias_harmonic_upper_bound
Erdos146.pairGraphOverFin_free_of_manuscript_exclusion,Erdos146.manuscriptHammingRadius_le
Erdos146.pairGraphOverFin_free_of_manuscript_exclusion,erdos146_core2
Erdos146.pairGraphOverFin_free_of_manuscript_exclusion,Erdos146.pairGraphOverFin_free_of_layer_exclusion
QuantumParallelRepetition.trace_mul_posSemidef_nonneg,quantum_parallel_repetition_game
Erdos146.eventually_manuscriptExpectedRetainedEdge_entropy_lower,Erdos146.hammingBall_card
Erdos146.eventually_manuscriptExpectedRetainedEdge_entropy_lower,Erdos146.manuscriptHammingRadius_le
Erdos146.eventually_manuscriptExpectedRetainedEdge_entropy_lower,erdos146_core2
Erdos146.eventually_manuscriptExpectedRetainedEdge_entropy_lower,Erdos146.binomialProbabilityMass_nonneg
Erdos146.eventually_manuscriptExpectedRetainedEdge_entropy_lower,Erdos146.binomialProbabilityMass_succ_mul
Erdos146.eventually_manuscriptExpectedRetainedEdge_entropy_lower,Erdos146.hammingExpectedRetainedEdgeCount_eq
Erdos146.eventually_manuscriptExpectedRetainedEdge_entropy_lower,Erdos146.tau_lt_one_half
Erdos9796Counting_MEC_Basic,Erdos9796Counting_Adapter
Erdos183.exists_recursivePaletteStage,Erdos183.factorial_exp_lower
Erdos183.exists_recursivePaletteStage,Erdos183.labelGraph_pullback_embedding
Erdos183.exists_recursivePaletteStage,erdos183_core
Erdos183.exists_recursivePaletteStage,Erdos183.cliqueFree_pullback_embedding
BanditAlgorithm.bandit_kl_ucb_asymptotic_regret_bound,BanditAlgorithm.bandit_kl_ucb_finite_regret_bound
BanditAlgorithm.bandit_kl_ucb_asymptotic_regret_bound,banditRegret
BanditAlgorithm.bandit_kl_ucb_asymptotic_regret_bound,BanditAlgorithm.bandit_kl_ucb_finite_to_asymptotic
BanditAlgorithm.bandit_kl_ucb_asymptotic_regret_bound,bernoulliRelativeEntropy
PoincareFormalization.ExtinctionEndgame.exists_area_evolution_surgery_topology,OpenGA_ExtinctionWidthControl
PoincareFormalization.ExtinctionEndgame.exists_area_evolution_surgery_topology,OpenGA_SurgeryAreaEvolutionData
mme_omega_normalize,mme_mmobj_mul
mme_omega_normalize,mme_omega_pos
mme_omega_normalize,mme_omega
mme_omega_normalize,mme_spectrum
mme_omega_normalize,mme_rank_bridge
mme_omega_normalize,mme_tensor
mme_omega_normalize,mme_tensor_rank
mme_omega_normalize,mme_omega_strassen
SymplecticFreeModules.irreducible_off_exceptional,frame_2026_symplectic_free_modules_interfaces
Hirsch.common_face_diameter_of_dim_ge_six,Hirsch_common_face_geometry
momentAngle_fullNeighborlyTwoComplex_h1_loopHomology,momentAngle_fullSubcomplex_loopHomology_retract
momentAngle_fullNeighborlyTwoComplex_h1_loopHomology,frame_2026_moment_angle_interfaces
momentAngle_fullNeighborlyTwoComplex_h1_loopHomology,momentAngle_neighborlyTwoComplex_h1_selfLoopHomology
GameSetMatch.majorityAdv_even_eq,GameSetMatchInternal
usg_spectral_notions,usg_lattice_model
CircleMethod.singSeries_lower_bound_of_local,CircleMethod.sum_e_div_orthogonality
CircleMethod.singSeries_lower_bound_of_local,CircleMethod.locDens_bound
CircleMethod.singSeries_lower_bound_of_local,CircleMethod.e_zero
CircleMethod.singSeries_lower_bound_of_local,CircleMethod.locDens_zero_modulus
CircleMethod.singSeries_lower_bound_of_local,CircleMethod.sing_series_summable_norm
CircleMethod.singSeries_lower_bound_of_local,CircleMethod.locDens_one
CircleMethod.singSeries_lower_bound_of_local,CircleMethod.locDens_exponent_lt_neg_one
CircleMethod.singSeries_lower_bound_of_local,Vino.e_div_congr
CircleMethod.singSeries_lower_bound_of_local,CircleMethod_singpos
CircleMethod.singSeries_lower_bound_of_local,CircleMethod.locDens_mul
CircleMethod.singSeries_lower_bound_of_local,CircleMethod.e_add
Freiman.upper_padding_converges,Freiman_upperModel
OPG37271.root_problem,opg37271_star_edge_coloring
exp4Analysis,exp4Policy
QuantumParallelRepetition.matrixLogEntropy_weighted_jensen_posSemidef,qpr_core_10
QuantumParallelRepetition.matrixLogEntropy_weighted_jensen_posSemidef,quantum_parallel_repetition_game
flt5_descent_construction,flt5_descent_explicit
BanditAlgorithm.chernoff_stopping_time_le_integrable_plus_linear,TrackAndStop
BanditAlgorithm.chernoff_stopping_time_le_integrable_plus_linear,GaussianBandit
mme_omega_lt_2522_of_sum_le,mme_omega_strassen
mme_omega_strassen_lt,mme_schonhage_direct_sum
mme_omega_strassen_lt,mme_asymptotic_sum_inequality
mme_omega_strassen_lt,mme_omega_lt_of_sum_le
mme_omega_strassen_lt,mme_omega_strassen
BanditAlgorithm.partial_monitoring_neighbour_loss_interpolation,PartialMonitoringGame
klucbFailureCount,banditHistoryPrefix
klucbFailureCount,bernoulliRelativeEntropy
MomentAngle_arbitraryTorsionNormalForm,momentAngle_fourSphere_uniformTorsionBlocks
MomentAngle_arbitraryTorsionNormalForm,frame_2026_moment_angle_interfaces
Freiman.middle_step,Freiman_middleRoots
Vino.vmSum_add_one,Vino_primes
Vino.vmSum_add_one,CircleMethod.e_add_intCast
BookSixth.bregman_minc_claimA,BregmanMincWeights
BookSixth.bregman_minc_claimA,BookSixth.bregman_minc_path_expansion
HairerSPDE.cameronMartinNorm_ne_top_iff_forall_submodule,HairerSPDE_CameronMartin
HairerSPDE.cameronMartinNorm_ne_top_iff_forall_submodule,HairerSPDE.map_add_null_iff
HairerSPDE.cameronMartinNorm_ne_top_iff_forall_submodule,HairerSPDE.cameronMartinNorm_eq_top
HairerSPDE.cameronMartinNorm_ne_top_iff_forall_submodule,HairerSPDE.exists_fullMeasure_submodule_notMem
mme_kronPow_kronPow_isomorphic,mme_rank_bridge
GameSetMatch.majorityAdv_odd_eq_bestOfWinProb,GameSetMatchInternal
Hirsch.given_face_access_iff_polynomial_hirsch,Hirsch_model
Hirsch.given_face_access_iff_polynomial_hirsch,Hirsch.diameter_bound_of_target_face_access
Hirsch.given_face_access_iff_polynomial_hirsch,Hirsch.vertex_tight_rows_span
Hirsch.given_face_access_iff_polynomial_hirsch,LinearOptimization.lp_vertex_extreme_bfs_equiv
MarkovChainCLT.asymptoticVariance_eq_of_clt_of_bounded,MarkovChainCLT.poissonEquation_of_bounded_of_uniformlyErgodic
MarkovChainCLT.asymptoticVariance_eq_of_clt_of_bounded,MarkovChainCLT.integral_sq_sampleAvg_sub_le
MarkovChainCLT.asymptoticVariance_eq_of_clt_of_bounded,MarkovChainCLT.integral_mul_coord_eq
MarkovChainCLT.asymptoticVariance_eq_of_clt_of_bounded,MarkovChainCLT.integral_sq_sum_mds_le
MarkovChainCLT.asymptoticVariance_eq_of_clt_of_bounded,MarkovChainCLT.integral_pow_four_scaled_sampleAvg_le
MarkovChainCLT.asymptoticVariance_eq_of_clt_of_bounded,MarkovChainCLT.integrable_sq_scaled_sampleAvg
MarkovChainCLT.asymptoticVariance_eq_of_clt_of_bounded,MarkovChainCLT.clt_of_bounded_of_uniformlyErgodic
MarkovChainCLT.asymptoticVariance_eq_of_clt_of_bounded,MarkovChainCLT.integral_sq_iterKernel_pow_le
MarkovChainCLT.asymptoticVariance_eq_of_clt_of_bounded,Martingale.clt_of_bounded_mds_array
MarkovChainCLT.asymptoticVariance_eq_of_clt_of_bounded,MarkovChainCLT.exists_lag_tvDist_le_of_uniformlyErgodic
MarkovChainCLT.asymptoticVariance_eq_of_clt_of_bounded,MarkovChainCLT.abs_exp_variance_sub_le_of_tendstoInDistribution
MarkovChainCLT.asymptoticVariance_eq_of_clt_of_bounded,MarkovChainPathMeasure
MarkovChainCLT.asymptoticVariance_eq_of_clt_of_bounded,MarkovChainCLT.integral_sq_scaled_sampleAvg_le
MarkovChainCLT.asymptoticVariance_eq_of_clt_of_bounded,MarkovChainCLT.abs_sub_le_exp_mul_abs_exp_neg_half_sub
MarkovChainCLT.asymptoticVariance_eq_of_clt_of_bounded,MarkovErgodicity
MarkovChainCLT.asymptoticVariance_eq_of_clt_of_bounded,MarkovAsymptoticVariance
MarkovChainCLT.asymptoticVariance_eq_of_clt_of_bounded,MarkovChainCLT.gaussian_variance_le_of_tendstoInDistribution
MarkovChainCLT.asymptoticVariance_eq_of_clt_of_bounded,MarkovChainCLT.condExp_next_coord
Erdos9796Mission.problem96,Erdos9796Mission
Erdos9796Mission.problem96,Erdos9796Mission.problem97
Erdos9796Mission.problem96,Erdos9796Mission.linear_bound_of_problem97
MarkovChainCLT.summable_covariance_of_alpha_pow_summable,MixingCoefficients
MarkovChainCLT.summable_covariance_of_alpha_pow_summable,MarkovChainCLT.alpha_cov_bound_of_moment
MarkovChainCLT.processSigma_le_of_measurable,MixingCoefficients
Hirsch.graph_connected_general,BasicSolution
Hirsch.graph_connected_general,Vertex
Hirsch.graph_connected_general,ActiveConstraints
Hirsch.graph_connected_general,Hirsch_model
Hirsch.graph_connected_general,LinearOptimization.lp_basic_solutions_finite
Hirsch.graph_connected_general,LinearOptimization.lp_vertex_extreme_bfs_equiv
KerrBL_Kerr_Metric,KerrBL_CoordGeometry
Erdos180.proposedFamily_induction,erdos180_core4
Erdos180.proposedFamily_induction,Erdos180.proposedFamily_mem_iff
PrimalDual.buchbinder_naor_primal_feasible_through,pd_unrelated_machines
mme_dwz_square_data,mme_modern_entropy_data
mme_sum_inequality_pos,mme_bridge_omega
mme_sum_inequality_pos,mme_mm_spectral_sum_inequality
mme_sum_inequality_pos,mme_bridge_asymptoticRank
mme_sum_inequality_pos,mme_tensor_bridge
MarkovChainCLT.rhoMixingCoef_nonneg_le_one_of_finite,MixingCoefficients
mme_schonhage_pan_degenerates,mme_schonhage_pan_degenerates_of_order_twelve
mme_schonhage_pan_degenerates,mme_tensor_rank
mme_schonhage_pan_degenerates,mme_degeneration
LinearOptimization_DualLP,ActiveConstraints
LinearOptimization_DualLP,Polyhedron
LinearOptimization_IntegerProgram,Polyhedron
Thurston23.hvol_eisBox_eq_ofReal_integral,Thurston23_eisenstein
SmaleNinth.smale_ninth_problem,SmaleNinth.ram_to_bss_quadratic_nonneg
SmaleNinth.smale_ninth_problem,Polyhedron
SmaleNinth.smale_ninth_problem,SmaleNinth.smale_ninth_real_ram
SmaleNinth.smale_ninth_problem,SmaleNinth_BSSMachine
VectorSpaceOpt.lagrange_duality,VectorSpaceOpt_coneLE
VectorSpaceOpt.lagrange_duality,VectorSpaceOpt_coneConvexOn
VectorSpaceOpt.lagrange_duality,VectorSpaceOpt_dualPositive
